184,"
《上海新场旅游综合服务区控制性详细规划（调整）B3街坊规划调整化》（草案）
",2013-08-21
185,"
《浦东新区惠南东城区中单元PDS3-0203控制性详细规划A7、A10街坊局部调整（实施深化）》（草案）
",2013-08-21
186,"
《浦东新区洋泾街道C00-0204编制单元控制性详细规划1-04街坊实施深化》（草案）
",2013-08-21
187,"
《黄浦江北延伸段EN6单元（滨江森林公园单元PDP0-0101）02街坊局部调整实施深化》（草案）
",2013-08-08
188,"
《浦东新区南码头社区Z00-0302编制单元14号街坊控制性详细规划实施方案》（草案）
",2013-08-08
189,"
《张江高科技园科研教育区控制性详细规划24街坊局部调整（实施深化）》（草案）
",2013-08-06
190,"
《浦东新区周浦中心镇02单元北块控规A1街坊局部地块调整实施深化方案》（草案）
",2013-07-30
191,"
《人民塘随塘河（三灶路港―大治河）河道蓝线专项规划》（规划征询公众意见）
",2013-07-29
192,"
《浦东新区新场镇01单元控制性详细规划C-03地块实施深化》（草案）
",2013-07-24
193,"
《浦东新区周浦中心镇零星地块控制性详细规划实施深化》（草案）
",2013-06-26
194,"
《祝桥空港工业区PDS7-0103编制单元D-1、B-2街坊控制性详细规划局部调整（实施深化）》（草案）
",2013-06-22
195,"
《浦东新区康桥PDT00902、PDT01001街坊控制性详细规划》（草案）
",2013-06-14
196,"
上海国际旅游度假区核心区过渡性开发规划实施方案（草案）
",2013-06-09
197,"
《浦东新区张家浜楔形绿地控制性详细规划D1-30～D1-32地块实施方案》（草案）
",2013-06-09
198,"
《上海市浦东新区惠南镇野生动物园单元PDS3-0105西乐路地块控制性详细规划实施深化》（草案）
",2013-06-05
199,"
《上海国际医学园区PDPO-1501单元控制性详细规划A1-03、A1-06街坊实施深化》（草案）
",2013-05-20
200,"
《浦东新区洋泾社区C00-0202单元控制性详细规划1-04～1-07街坊实施深化》（草案）
",2013-05-14
201,"
《竹园污水厂周边地区控制性详细规划》（草案）
",2013-04-09
202,"
《上海国际医学园区控制性详细规划修编》（草案）
",2013-04-09
203,"
《张江集成电路产业区（首期）1街坊1-2地块控制性详细规划实施方案》（草案）
",2013-03-14
204,"
《浦东新区曹路集镇PDP0-0304单元控制性详细规划A5C-16地块实施深化》（草案）
",2013-03-14
205,"
《浦东新区航头拓展大型居住社区控制性详细规划20、21、23、24街坊调整实施深化》（草案）
",2013-03-12
206,"
《浦东新区泥城镇马厂村村庄规划》（草案）
",2013-03-06
